id,name,star rating,description,address,latitude,longitude,room option 0,room option 1,currency code,room price,tax,extra guest charge,child charge,other charges,discount,type,base rate,base rate rounded off,published price,published price rounded off,offered price,offered price rounded off,agent commission,agent mark up,service tax,tcs,tds,service charge,total gst amount,cgst amount,cgst rate,cess amount,cess rate,igst amount,igst rate,sgst amount,sgst rate,taxable amount
64906aaea3f464b55600b979,Anukampa Bed and Breakfast,0,"The name of the hotel is Anukampa Bed and Breakfast. The id of the hotel is 64906aaea3f464b55600b979. The hotel star rating is not known. The hotel address is Anukampa 102 17 Tilak Marg Patel Marg, . Hotel Description is Ideally located in the prime touristic area of Mansarovar, Anukampa Bed and Breakfast promises a relaxing and wonderful visit. The hotel offers a high standard of service and amenities to suit the individual needs of all travelers. To be found at the hotel are luggage storage, Wi-Fi in public areas, car park, room service, airport transfer. All rooms are designed and decorated to make guests feel right at home, and some rooms come with television LCD/plasma screen, non smoking rooms, air conditioning, wake-up service, desk. The hotel offers various recreational opportunities. Convenience and comfort makes Anukampa Bed and Breakfast the perfect choice for your stay in Jaipur. ","Anukampa 102 17 Tilak Marg Patel Marg, ",26.8593,75.76721,,,INR,0.0,288.0,0.0,0.0,0.0,0.0,Published,2259.6,2259.6,2688.0,2688.0,2547.6,2547.6,140.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b97a,Achrol Bagh,4,"The name of the hotel is Achrol Bagh. The id of the hotel is 64906aaea3f464b55600b97a. The hotel star rating is 4. The hotel address is Achrol Bagh Village Achrol Thasil Amer, Achrol, Rajasthan, 303002, India, 303002, Rajasthan, India. Hotel Description is Offering internet access (surcharge) to its guests, The Achrol Fort is located at 24 km from Amber Palace. The Rambagh Bus Stand is located at 38 km from this resort.This 1-story resort houses 58 rooms with attached bathrooms and hot and cold running water supplies. All the rooms have wardrobes and tea/coffee makers.This Achrol resort has an in-house spa. Among other services, it offers laundry, medical, and room services (limited hours) to its guests.It also has a 24-hour front desk facility. Achrol Bagh operates a travel desk and provides transportation (surcharge) to the Jaipur International Airport (44 km). Few notable places that the guests can visit during their stay are the Shiv Temple (47 km), Achrol Bagh (3 km), and Jantar Mantar (32 km). This resort is accessible from the Jaipur Railway Junction (40 km). Additional Description for the hotel are Relax in a tranquil resort with in-house spa and helpful staff.","Achrol Bagh Village Achrol Thasil Amer, Achrol, Rajasthan, 303002, India, 303002, Rajasthan, India",27.123913,75.97974399999998,Deluxe Cottages,Standard Room/Cottages,INR,0.0,1584.0,0.0,0.0,0.0,0.0,Published,9000.0,9000.0,11584.0,11584.0,10584.0,10584.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b97b,OYO 2070 Hotel Shri Laxmi Palace,3,"The name of the hotel is OYO 2070 Hotel Shri Laxmi Palace. The id of the hotel is 64906aaea3f464b55600b97b. The hotel star rating is 3. The hotel address is 21,22,Shiv Puri Colony, New Sanganer Road,Sodala302019, India, 302019, India. Hotel Description is <b>Near Sheesh Mahal</b><b>Location: </b>Located in Jaipur, OYO 2070 Hotel Shri Laxmi Palace is within a 5-minute drive of Sheesh Mahal and Mayo College Museum.  This hotel is 4.9 mi (7.9 km) from Hawa Mahal and 8 mi (12.9 km) from Jal Mahal.<b>Rooms: </b>Make yourself at home in one of the 16 air-conditioned rooms featuring flat-screen televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms have bathtubs or showers and complimentary toiletries.<b>Attractions: </b>Distances are displayed to the nearest 0.1 mile and kilometer. <br /> Sheesh Mahal - 1 km / 0.6 mi <br /> Mayo College Museum - 3 km / 1.9 mi <br /> Ajmer Road - 3.2 km / 2 mi <br /> Glass Jain Temple - 3.7 km / 2.3 mi <br /> Cenotaphs of the Maharanis of Jaipur - 4.2 km / 2.6 mi <br /> Sansar Chandra Road - 4.3 km / 2.7 mi <br /> M.I. Road - 4.4 km / 2.7 mi <br /> Diwan-e-Am - 4.6 km / 2.8 mi <br /> Sawai Mansingh Stadium - 4.7 km / 2.9 mi <br /> Station Road - 4.7 km / 2.9 mi <br /> Birla Auditorium - 5 km / 3.1 mi <br /> Birla Planetarium - 5 km / 3.1 mi <br /> Central Park - 5.3 km / 3.3 mi <br /> Birla Mandir Temple - 6.1 km / 3.8 mi <br /> Moti Dungri - 6.6 km / 4.1 mi <br /> The nearest major airport is Sanganer Airport (JAI) - 10.1 km / 6.3 mi<b>Amenities: </b>This hotel offers designated smoking areas.<b>Business Amenities: </b>Free self parking is available onsite.<b>Dining: </b>At OYO 2070 Hotel Shri Laxmi Palace, enjoy a satisfying meal at the restaurant. A complimentary continental breakfast is included. Additional Description for the hotel are Conveniently located near Sheesh Mahal, offering clean rooms and good food.","21,22,Shiv Puri Colony, New Sanganer Road,Sodala302019, India, 302019, India",26.89491,75.77046,Double or Twin Room,,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b97c,Well-appointed abode for a solo traveller,1,"The name of the hotel is Well-appointed abode for a solo traveller. The id of the hotel is 64906aaea3f464b55600b97c. The hotel star rating is 1. The hotel address is Hotel Shree Laxmi Niwas, 20 Vanasthali Maarg, Jaipur, Rajasthan, 302006, India, 302006 Jaipur, Rajasthan, India. Hotel Description is Well-appointed abode for a solo traveller is roughly located 2 km from Jaipur Railway Station and 6 km from Hawa Mahal. Offering a good value for money, this property provides a decent stay.Guests are offered comfortable accommodation in 3 rooms at this spacious guest house. In-room amenities offered are cable television, hot water facility and toiletries.Caretaker, doctor on call and pick-up/drop service are a few of the facilities and services offered at Well-appointed abode for a solo traveller. This guest house in Jaipur is inclusive of a power back-up generator and parking facility within its premises. ","Hotel Shree Laxmi Niwas, 20 Vanasthali Maarg, Jaipur, Rajasthan, 302006, India, 302006 Jaipur, Rajasthan, India",26.92143,75.80065,Standard Room.,Standard Room.,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b97d,OYO 12724 Hotel Stay Bridge,0,"The name of the hotel is OYO 12724 Hotel Stay Bridge. The id of the hotel is 64906aaea3f464b55600b97d. The hotel star rating is not known. The hotel address is 13 Dp Colony Behind Reliance Fresh Near Metro Pillar No. 98 New Sanganer Rd. Hotel Description is HeadLine : In JaipurLocation : With a stay at OYO 12724 Hotel Stay Bridge in Jaipur, you ll be within a 15-minute drive of M.I. Road and Station Road.  This hotel is 5.4 mi (8.7 km) from Hawa Mahal and 8.3 mi (13.4 km) from Jal Mahal.Rooms : Make yourself at home in one of the 15 air-conditioned guestrooms. Complimentary wireless Internet access is available to keep you connected. Bathrooms have bathtubs or showers and complimentary toiletries.Dining : Take advantage of the hotel s 24-hour room service. A complimentary continental breakfast is served daily from 8:00 AM to 10:00 AM.CheckIn Instructions :   Extra-person charges may apply and vary depending on property policyGovernment-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental chargesSpecial requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteedThis property accepts credit cards and cashPlease note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property  Special Instructions : Guests must contact the property in advance for check-in instructions. Front desk staff will greet guests on arrival.  To register at this property, guests who are Indian citizens must provide a valid photo identity card issued by the Government of India. PAN cards are not accepted. This property accepts only guests who can provide proof of Indian nationality. ",13 Dp Colony Behind Reliance Fresh Near Metro Pillar No. 98 New Sanganer Rd,26.891516,75.76964599999998,Double or Twin Room,,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b97e,OYO 85258 Blooming Beds prime,3,"The name of the hotel is OYO 85258 Blooming Beds prime. The id of the hotel is 64906aaea3f464b55600b97e. The hotel star rating is 3. The hotel address is 123/8,  123/8,Agarwal Farm , Mansarovar,Jaipur, Rajasthan, India, Jaipur, 302020 Jaipur, India, 302020 Jaipur, Rajasthan, India. Hotel Description is Blooming Beds is a pocket-friendly place to stay in Mansarovar, Jaipur. The famous Jawahar Circle Garden is close to the accommodation. Other places of interest that can be explored nearby include Alice Garg National Seashell Museum and Sanghi Ji Sanganer Jain Temple. The property is also not far from Jaipur International Airport Simply decorated, this accommodation has compact rooms with necessary furniture. The size of the room varies and some come with large wardrobes. All rooms have clear windows that let in plenty of natural light and fresh air. The walls are painted in plain white and the furnishings are also in sober colours. All rooms in the property are equipped with an AC and a TV. Guests can satiate their hunger pangs at nearby restaurants like Cafe Heart, Punjabi Tandoori Tadka Dhabha, Black Salt Restaurant, and Harishanker Veg Resto. Additional Description for the hotel are Budget-friendly stay in Mansarovar, Jaipur with nearby attractions and restaurants.","123/8,  123/8,Agarwal Farm , Mansarovar,Jaipur, Rajasthan, India, Jaipur, 302020 Jaipur, India, 302020 Jaipur, Rajasthan, India",26.8433,75.7671,Classic Room,,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b97f,OYO 15783 Hotel Shree Kanji Palace,0,"The name of the hotel is OYO 15783 Hotel Shree Kanji Palace. The id of the hotel is 64906aaea3f464b55600b97f. The hotel star rating is not known. The hotel address is 43384 Roop Laxmi Plaza 10 11 Jhotwara Salasar Vatika 6 Nangal Jaisabohra. Hotel Description is HeadLine : In JaipurLocation : Located in Jaipur, OYO 15783 Hotel Shree Kanji Palace is within a 10-minute drive of Triton Mall and Bhawani Niketan Girls College.  This hotel is 10.1 mi (16.2 km) from Jal Mahal and 6.3 mi (10.1 km) from M.I. Road.Rooms : Make yourself at home in one of the 23 guestrooms. Complimentary wireless Internet access is available to keep you connected. Bathrooms have bathtubs or showers and complimentary toiletries.Dining : A complimentary continental breakfast is served daily from 8 AM to 10 AM.CheckIn Instructions : Extra-person charges may apply and vary depending on property policy. Government-issued photo identification and a credit card, debit card, or cash deposit are required at check-in for incidental charges. Special requests are subject to availability upon check-in and may incur additional charges. Special requests cannot be guaranteed.   Please note that cultural norms and guest policies may differ by country and by property. The policies listed are provided by the property.  ",43384 Roop Laxmi Plaza 10 11 Jhotwara Salasar Vatika 6 Nangal Jaisabohra,26.96356,75.72875,Single Room,Double or Twin Room,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b980,ZO Rooms SC Road Sindhi Camp,0,"The name of the hotel is ZO Rooms SC Road Sindhi Camp. The id of the hotel is 64906aaea3f464b55600b980. The hotel star rating is not known. The hotel address is Bichun Bagh Behind Tambi Tower Sansar Chand Road, . Hotel Description is ZO Rooms SC Road Sindhi Camp 1st and 2nd Floor-Jai is a popular choice amongst travelers in Jaipur, whether exploring or just passing through. Featuring a complete list of amenities, guests will find their stay at the property a comfortable one. All the necessary facilities, including free Wi-Fi in all rooms, 24-hour security, daily housekeeping, 24-hour front desk, 24-hour room service, are at hand. Closet, clothes rack, mirror, linens, internet access – wireless (complimentary) can be found in selected guestrooms. The hotel offers various recreational opportunities. ZO Rooms SC Road Sindhi Camp 1st and 2nd Floor-Jai is an excellent choice from which to explore Jaipur or to simply relax and rejuvenate. ","Bichun Bagh Behind Tambi Tower Sansar Chand Road, ",26.9231,75.79848,,,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b981,Sajjan Niwas,3,"The name of the hotel is Sajjan Niwas. The id of the hotel is 64906aaea3f464b55600b981. The hotel star rating is 3. The hotel address is D1/2B Via Bank Road,  Behind Collectorate,  Bani Park,  Bani Park,  302016 Jaipur,  India, 302016 Jaipur, India. Hotel Description is Sajjan Niwas is located 1 km from the Central Railway Station and 1.5 km from the Central Bus Stand. It offers a restaurant, free parking on site and free Wi-Fi access. Air-conditioned guest rooms are fitted with a work desk and cable television. The en suite bathroom comes with shower facilities. The staff at the tour desk can assist with making travel arrangements and car hire services. Same-day laundry service is available. The on site restaurant serves a variety of international dishes for breakfast. Hotel is 16 km away from the Jaipur Airport.
 Additional Description for the hotel are Stay at Sajjan Niwas for its central location and free Wi-Fi.","D1/2B Via Bank Road,  Behind Collectorate,  Bani Park,  Bani Park,  302016 Jaipur,  India, 302016 Jaipur, India",26.92835,75.79255999999998,Seper Deluxe Room,Deluxe Room,INR,0.0,258.72,0.0,0.0,0.0,0.0,Published,1972.74,1972.74,2415.0,2415.0,2231.46,2231.46,183.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b982,Haveli Of Jaipur Hotel,3,"The name of the hotel is Haveli Of Jaipur Hotel. The id of the hotel is 64906aaea3f464b55600b982. The hotel star rating is 3. The hotel address is 2 Park House Scheme Near Ganpati Plaza And Polovictory M.I. Road. Hotel Description is Set in a prime location of Jaipur, Haveli of Jaipur Hotel puts everything the city has to offer just outside your doorstep. Both business travelers and tourists can enjoy the hotel's facilities and services. Take advantage of the hotel's 24-hour room service, free Wi-Fi in all rooms, 24-hour security, convenience store, daily housekeeping. Guestrooms are designed to provide an optimal level of comfort with welcoming decor and some offering convenient amenities like television LCD/plasma screen, internet access – wireless, internet access – wireless (complimentary), non smoking rooms, air conditioning. Entertain the hotel's recreational facilities, including yoga room. Haveli of Jaipur Hotel combines warm hospitality with a lovely ambiance to make your stay in Jaipur unforgettable. Additional Description for the hotel are Central location, excellent amenities, and warm hospitality make it unforgettable.",2 Park House Scheme Near Ganpati Plaza And Polovictory M.I. Road,26.919477,75.79761499999998,Super Deluxe Room,Deluxe Double Room,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b983,"Well-furnished heritage abode, close to Albert Hall Museum",1,"The name of the hotel is Well-furnished heritage abode, close to Albert Hall Museum. The id of the hotel is 64906aaea3f464b55600b983. The hotel star rating is 1. The hotel address is Shahar Palace, Barwara House Colony, Civil Lines, Jaipur, Rajasthan, 302001, India, 302001 Jaipur, Rajasthan, India. Hotel Description is Situated at a distance of 6 km from the Jantar Mantar, Well-furnished heritage abode, close to Albert Hall Museum offers complimentary breakfast service and Wi-Fi access to its guests. The heritage in Jaipur is accessible from the Jaipur Railway Station, Hasanpura Rd, which is 2 km away.The heritage has 6 well-appointed rooms equipped with conveniences like air-conditioner, cable television and toiletries.Well-furnished heritage abode, close to Albert Hall Museum provides various facilities that include parking area. Chef, caretaker, doctor on call and driver service are a few of the conveniences guests are offered. ","Shahar Palace, Barwara House Colony, Civil Lines, Jaipur, Rajasthan, 302001, India, 302001 Jaipur, Rajasthan, India",26.909,75.78499999999998,Standard Room.,Standard Room.,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b984,Leisure Inn Grand Chanakya,4,"The name of the hotel is Leisure Inn Grand Chanakya. The id of the hotel is 64906aaea3f464b55600b984. The hotel star rating is 4. The hotel address is 4 A-B , Kashi Bhawan, Panch Batti, near Tanishq Showroom, M. I. Road, 302001 Jaipur, India, 302001 Jaipur, India. Hotel Description is Leisure Inn Grand Chanakya is a contemporary 52-room hotel, located in the heart of the Jaipur city on M.I. Road, making this the ideal accommodation choice to explore the famous Pink City of India. Guests will be positioned within easy access to some of the city’s most popular tourist attractions like Hawa Mahal, City Palace, Amer Fort and local markets like Bapu Bazaar and Johari Bazaar. Major corporate hubs and convention centers are also in close proximity from the hotel. For guest enjoyment, we have a range of facilities onsite including a rooftop bar & grill, all day dining restaurant, a speciality pure vegetarian restaurant, banquet and conference rooms, business center, spa and gymnasium for those guests wishing to stick to their fitness regime.

Onsite meeting facilities including a boardroom with capacity up to 12 people, a Banquet Room (dividable) with a maximum capacity of 125 people, and a party room – an ideal venue for private gatherings with families and friends, which can hold up to 25 people.
Guests are spoilt for choice at Leisure Inn Grand Chanakya with an onsite restaurant, cafe and bar. Be sure to stop by when staying for your morning coffee, delicious meal or a relaxing drink to end the day. Room options include a Standard Room, Leisure Inn Room, and Grand Chanakya Suite featuring  a flat screen TV with 30+ channels, individually controlled air-conditioning, free Wi-Fi, work desk, phone with IDD access, in-room safe, mini-bar, tea and coffee making facilities, hair dryer, iron and ironing board, plush towelling and 24-hour room service.
 Additional Description for the hotel are Explore the Pink City of India from the heart of Jaipur.","4 A-B , Kashi Bhawan, Panch Batti, near Tanishq Showroom, M. I. Road, 302001 Jaipur, India, 302001 Jaipur, India",26.91653,75.80787999999998,Standard Double,Leisure Double Room,INR,0.0,368.88,0.0,0.0,0.0,0.0,Published,2804.46,2804.46,3443.0,3443.0,3173.34,3173.34,269.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b985,Hotel Royal Sheraton,2,"The name of the hotel is Hotel Royal Sheraton. The id of the hotel is 64906aaea3f464b55600b985. The hotel star rating is 2. The hotel address is Near Hawa Mahal,Chandi Ki Taksal,Behind Kale Hanuman Ji Ka Mandir, Jaipur, Rajasthan, 302003, India, 302003 Jaipur, Rajasthan, India. Hotel Description is Hotel Royal Sheraton, an accommodation in Jaipur, is located at 1 km from the City Palace. The hotel offers breakfast service and Wi-Fi internet access to its guests and is located at 2 km from the Jaipur Bus Stand. All the rooms in this hotel have telephones, heaters, desks, TVs, and attached bathrooms. This 4-storey accommodation has 20 AC rooms. This Jaipur hotel features a swimming pool, coffee shop, and rooftop restaurant. The accommodation provides housekeeping service, banquet facilities, doctor-on-call service, room service, and laundry. Hotel Royal Sheraton also has a travel desk facility. The hotel is located at 1 km from the Hawa Mahal, 7 km from the Jal Mahal, and 3 km from the Albert Hall Museum. The Jaipur Railway Junction is at 6 km from this accommodation and the Jaipur International Airport at 13 km. ","Near Hawa Mahal,Chandi Ki Taksal,Behind Kale Hanuman Ji Ka Mandir, Jaipur, Rajasthan, 302003, India, 302003 Jaipur, Rajasthan, India",26.93041,75.828575,Standard Room.,Deluxe Room,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aafa3f464b55600b986,"The Fern Residency, Jaipur",4,"The name of the hotel is The Fern Residency, Jaipur. The id of the hotel is 64906aafa3f464b55600b986. The hotel star rating is 4. The hotel address is A3, Govind Marg, Janata Colony, Near Pink Square Mall. Hotel Description is The Fern Residency Jaipur is a mid-scale hotel best suitable for business and leisure travelers located in the city center of Jaipur. The Hotel boasts of having 85 well-appointed rooms including 67 Winter Green Rooms, 14 Fern Club Rooms and 4 Hazel Suites with contemporary design offering highest level of comfort, With one multi cuisine restaurant (Aura), 100 ft. Above Restro, large banquet hall (Emerald) facilities having latest business services, conferences and the social events. The Fern Residency Jaipur is an ideal place to stay in Jaipur.
 Additional Description for the hotel are Ideal mid-scale hotel in Jaipur with contemporary design, business facilities, and excellent guest experience.","A3, Govind Marg, Janata Colony, Near Pink Square Mall",26.9051,75.8387,Winter Green Room,Winter Green Room with Breakfast,INR,0.0,619.9,0.0,0.0,0.0,0.0,Published,4959.2,4959.2,6818.9,6818.9,5579.1,5579.1,446.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aafa3f464b55600b987,Hotel Heritage inn,3,"The name of the hotel is Hotel Heritage inn. The id of the hotel is 64906aafa3f464b55600b987. The hotel star rating is 3. The hotel address is D1, Kabir Marg, near Collectrate Circle, Subash Nagar, Sen Colony, Bani Park, Jaipur, Rajasthan 302006, 302006 Jaipur, Rajasthan. Hotel Description is Hotel Heritage Inn welcomes its guests to the Pink city of Jaipur. Offering a range of contemporary amenities and services coupled with gracious hospitality and classic accommodation, this hotel is sure to enchant the leisure travellers. It provides immaculate service to guest to make their stay memorable.

<b>Location: </b>
Hotel Heritage Inn is located at Kabir Marg. Some of the interesting places of tourist attraction include Sisodia Rani ka Bagh (Approx. 9km) and Gaitor (Approx. 6km). Located on the Jaipur-Amber road, Gaitor was designated as the royal cremation grounds of the mighty Kachhawa dynasty. The word is believed to be the mispronounced form of a Hindi phraseGaye ka Thor which means 'resting place of the departed souls'.The cenotaphs at Gaitore are a perfect combination of Hindu and Islamic architecture. Guests can also visit the Vidyadhar Garden, Shila Devi Temple and Lakkar Haveli during their stay at the hotel.

Distance from Jaipur International Airport: Approx. 14kms
Distance from Jaipur Railway Station: Approx. 3kms

<b>Hotel Features: </b>
Myriad of amenities and services are present for the guests to indulge in ultimate pleasure and comfort. Splendid location and classic ambiance make the stay worthwhile. Some of the amenities offered to the guests are room service, front desk, A/c, security and doctor on call. Itinerary needs of the guests are taken care by the travel desk. The conference hall can be availed for conducting board and team meetings. The beautiful in-house restaurant is a must visit for the guests. It features some beautiful arched windows and wall designs and offers traditional Rajasthani cuisine prepared by expert chefs.

<b>Rooms: </b>
Well-appointed and tastefully designed superior, suite and semi superior rooms are available for accommodation. Some of the common in-room amenities include TV, complimentary Wi-Fi access, writing desk, phone and bedside lamp. The spacious rooms also features open windows which lets in fresh air and sunlight. Additional Description for the hotel are Classic accommodation and impeccable service in the Pink city of Jaipur.","D1, Kabir Marg, near Collectrate Circle, Subash Nagar, Sen Colony, Bani Park, Jaipur, Rajasthan 302006, 302006 Jaipur, Rajasthan",26.9233,75.79309999999998,Deluxe Room,,INR,0.0,161.28,0.0,0.0,0.0,0.0,Published,1230.43,1230.43,1505.0,1505.0,1391.71,1391.71,113.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aafa3f464b55600b989,Oyo Rooms Bnb Mansarovar,0,"The name of the hotel is Oyo Rooms Bnb Mansarovar. The id of the hotel is 64906aafa3f464b55600b989. The hotel star rating is not known. The hotel address is 62-63 New Sanganer Road Santosh Nagar, . Hotel Description is HeadLine : In JaipurLocation : With a stay at FabExpress Travelers Lodge in Jaipur, you ll be within a 10-minute drive of M.I. Road and World Trade Park.  This hotel is 6.3 mi (10.1 km) from Hawa Mahal and 9.1 mi (14.7 km) from Jal Mahal.Rooms : Make yourself at home in one of the 14 guestrooms. Complimentary wireless Internet access is available to keep you connected. Bathrooms with showers are provided. Conveniences include desks, and housekeeping is provided daily.Dining : Enjoy a meal at the restaurant, or stay in and take advantage of the hotel s room service (during limited hours). A complimentary continental breakfast is served daily from 8:00 AM to 10:00 AM.CheckIn Instructions :   Extra-person charges may apply and vary depending on property policyGovernment-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental chargesSpecial requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteedThis property accepts credit cards  Special Instructions : There is no front desk at this property. This property doesn t offer after-hours check-in. ","62-63 New Sanganer Road Santosh Nagar, ",26.88058,75.75875999999998,"Deluxe Double Room, 1 Double Bed, Non Smoking",,INR,0.0,168.0,0.0,0.0,0.0,0.0,Published,1281.7,1281.7,1568.0,1568.0,1449.7,1449.7,118.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aafa3f464b55600b98a,OYO 15359 Hotel Kachandeep,0,"The name of the hotel is OYO 15359 Hotel Kachandeep. The id of the hotel is 64906aafa3f464b55600b98a. The hotel star rating is not known. The hotel address is 1 Vidya Nagar East Near Uttanahalli Near Vidyanikethan School Lalpura Clny, Sindhi Camp. Hotel Description is HeadLine : In Jaipur (Sindhi Camp)Location : With a stay at OYO 15359 Hotel Kanchandeep in Jaipur (Sindhi Camp), you ll be within a 15-minute drive of Hawa Mahal and City Palace.  This hotel is 0.1 mi (0.1 km) from M.I. Road and 0.5 mi (0.8 km) from Ajmer Road.Rooms : Make yourself at home in one of the 44 guestrooms. Private bathrooms with showers feature rainfall showerheads and complimentary toiletries.Dining : A complimentary buffet breakfast is served daily from 8:00 AM to 10:00 AM.CheckIn Instructions :   Extra-person charges may apply and vary depending on property policyGovernment-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental chargesSpecial requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteedNo onsite parking is availableOnly bookings from non-local guests are accepted; guests whose residence is within the same city as the property will not be allowed to check inPlease note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property  Special Instructions : There is no front desk at this property. To make arrangements for check-in please contact the property ahead of time using the information on the booking confirmation. Guests must contact the property for check-in instructions.  To register at this property, guests who are Indian citizens must provide a valid photo identity card issued by the Government of India. PAN cards are not accepted. Travelers who are not citizens of India must present a valid passport and visa. ","1 Vidya Nagar East Near Uttanahalli Near Vidyanikethan School Lalpura Clny, Sindhi Camp",26.920708,75.80115999999998,"Deluxe Double or Twin Room, 1 King Bed",Double or Twin Room,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
